"アルバム名","曲名","URL","ディスク番号","曲番号","人気度","長さ","テンポ","拍子","キー","モード","アコースティック度","ダンス性","エネルギッシュさ","インスト度","ライブ感","音圧のデシベル値の平均","話し声度","ポジティブ度"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ティアクライス ～希望のトビラ～","https://open.spotify.com/track/3EHFiG0okVIRQEPKyP9oAj","2","22","1","233747","86.065","4","11","1","0.317","0.31","0.47","0.0477","0.118","-7.834","0.0318","0.124"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","それぞれの未来 ～108星その後BGM～","https://open.spotify.com/track/5RtocY9qIm390k81c5mgDA","2","23","0","316160","81.891","3","10","1","0.892","0.486","0.152","0.000137","0.134","-14.359","0.0279","0.283"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","はじまりのテーマ ～名前入力画面BGM～","https://open.spotify.com/track/57TlAEXWylLeEIoejGYq10","3","1","9","150213","137.963","4","0","1","0.168","0.571","0.773","0.00684","0.164","-6.761","0.0297","0.68"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","シトロの平和 ～ヤディマの農場BGM～","https://open.spotify.com/track/4839F9QZ0ciiL6a1YVAFJW","3","2","0","180893","155.965","3","2","1","0.59","0.528","0.51","0.866","0.189","-9.636","0.0286","0.757"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","商人と交易と ～交易のテーマ～","https://open.spotify.com/track/0oBehsk6LLF4d6XX1IBPWZ","3","3","0","164320","105.114","3","9","1","0.591","0.283","0.717","0.481","0.291","-7.89","0.0317","0.797"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","縁結びのモアナ ～クエストのテーマ～","https://open.spotify.com/track/0xGfzWPydDmcz31zGTHQRW","3","4","0","168507","117.995","4","0","1","0.212","0.769","0.674","0.434","0.462","-7.771","0.0307","0.821"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","クエスト成功 ～クエスト達成BGM～","https://open.spotify.com/track/1ytOAiXtXnKhZTRTnO9Puh","3","5","0","50560","179.892","3","5","1","0.278","0.291","0.926","0.987","0.355","-7.726","0.0503","0.558"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","クエスト失敗 ～クエスト失敗BGM～","https://open.spotify.com/track/7HbYAhSVTQBaJPkCKP9Uzj","3","6","0","46760","79.983","3","9","0","0.182","0.553","0.702","0.978","0.309","-8.706","0.0432","0.759"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","作戦会議 ～作戦会議BGM～","https://open.spotify.com/track/29zs81rAqTfhx8YDEgwHU4","3","7","0","157667","109.984","4","3","1","0.63","0.701","0.428","0.936","0.157","-9.461","0.0301","0.734"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","マルシナ平原 ～フィールドマップBGM～","https://open.spotify.com/track/1Qz0qFr8CiyU2vuHD9m6Tm","3","8","0","192293","119.949","3","9","0","0.367","0.566","0.586","0.919","0.136","-7.786","0.0294","0.407"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ロア族の激闘！ ～フューリーロア戦闘BGM～","https://open.spotify.com/track/0AUUhxiEnIttczD1AUoy2O","3","9","0","173800","75.014","4","0","1","0.3","0.393","0.938","0.791","0.211","-7.548","0.0474","0.582"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","異世界の友の記憶 ～クーガの記憶BGM～","https://open.spotify.com/track/2KLtktplvs0XsCxj0Adbmh","3","10","0","212853","94.958","4","4","0","0.507","0.458","0.306","0.00242","0.0683","-10.273","0.0262","0.234"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","悲痛なる記憶 ～一族の過去BGM～","https://open.spotify.com/track/0d1qlAnlKMG5rcfSPdZmrj","3","11","0","158480","158.665","4","10","0","0.868","0.103","0.246","0.584","0.0769","-12.277","0.0332","0.243"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","砂漠のオアシス ～ジャナム砂漠オアシスBGM〜","https://open.spotify.com/track/0Wo3fbfDq8E1beh99U3S8E","3","12","0","222480","180.004","4","9","0","0.0101","0.243","0.413","0.615","0.228","-9.939","0.0319","0.15"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","剣の姫 ～クロデキルドのテーマ～","https://open.spotify.com/track/797pjkbKgPTX772galMg0j","3","13","0","209947","133.93","4","5","0","0.512","0.419","0.469","0.987","0.211","-7.32","0.0309","0.698"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","冥夜の姉妹の苦悩 ～冥夜の剣士哀しみのテーマ～","https://open.spotify.com/track/6JhQEkppdAjmGLk7pMzADY","3","14","0","159653","174.81","4","3","0","0.126","0.0784","0.282","0.924","0.0758","-8.675","0.0376","0.122"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","双剣一対 ～姉妹一騎打ちのテーマ～","https://open.spotify.com/track/4tc1DYAl7YTiaeiqjaYUux","3","15","0","234787","130.073","4","9","0","0.453","0.313","0.614","0.00207","0.184","-7.004","0.0303","0.247"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ふたりの剣の姫 ～アストラシア王女のテーマ～","https://open.spotify.com/track/3K0JccamGl93DlmindHxxT","3","16","0","190747","75.939","4","0","1","0.942","0.311","0.26","0.884","0.326","-11.259","0.0326","0.176"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ポーパスの巫女 ～ネイラのテーマ～","https://open.spotify.com/track/0M0my0XCJ392GVqdKWgvzI","3","17","0","185667","96.951","4","6","1","0.719","0.364","0.41","0.892","0.169","-9.193","0.0267","0.0682"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ニヌルネダ様降臨！ ～憑依ネイラのテーマ～","https://open.spotify.com/track/2P9LhXZ7SwyPoXLZZyLJBp","3","18","0","125200","113.923","4","7","1","0.753","0.179","0.283","0.684","0.324","-10.49","0.0322","0.0378"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","さすらいの""弦奏弓""使い ～ラミンのテーマ～","https://open.spotify.com/track/2CaQjOqpq1tmASaS26CuVY","3","19","0","170733","125.953","4","9","0","0.0453","0.607","0.727","0.0101","0.0681","-8.825","0.0295","0.94"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","みなぎる怒りの力？ ～ラミン戦闘BGM～","https://open.spotify.com/track/2gTMkWX5kCLP7eUo7PrNuP","3","20","0","150800","149.901","4","4","1","0.309","0.514","0.828","0.909","0.353","-7.385","0.0305","0.844"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","誇り高き岩山の巨人 ～リジッドフォークのテーマ～","https://open.spotify.com/track/1tJoGKhfyfRVokS1Ph17WB","3","21","0","182240","93.807","3","9","0","0.668","0.237","0.607","0.842","0.437","-11.039","0.0416","0.306"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","巨人族激闘のテーマ ～リジッドフォーク戦闘BGM～","https://open.spotify.com/track/0kKoGF3pT4XhiPit4MCxSz","3","22","0","189067","125.203","3","2","1","0.29","0.216","0.943","0.808","0.265","-7.622","0.0619","0.309"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","崩壊した街 ～崩壊の街BGM～","https://open.spotify.com/track/6z1ufWRKmxQPxhmOAfnL9E","3","23","0","174133","79.984","4","0","0","0.0104","0.466","0.477","2.76e-05","0.178","-11.198","0.029","0.302"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","崩壊した塔 ～崩壊の塔ダンジョンBGM～","https://open.spotify.com/track/7zl3KhzaujrhnuFZnrY10q","3","24","0","239387","99.986","4","10","0","0.292","0.547","0.373","0.12","0.0964","-10.992","0.0274","0.607"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","ひとつという名の王 ～一なる王の像BGM～","https://open.spotify.com/track/3FiZYcGfMtEalVmZqDY3fX","3","25","0","151947","109.988","3","0","0","0.00168","0.312","0.663","0.916","0.123","-7.683","0.0273","0.232"
"幻想水滸伝ティアクライス ORIGINAL SOUNDTRACK","未来を信じて！ ～ラストバトルBGM～","https://open.spotify.com/track/2mRGYgfjorLZnSRVBRF52u","3","26","0","175027","90.964","3","8","1","0.0621","0.499","0.917","0.0507","0.408","-5.181","0.0392","0.906"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","真実の扉 ~タイトルバックBGM~","https://open.spotify.com/track/23f2B0Xa3K5W3TfPsu10Ms","1","1","0","157293","136.023","3","0","1","0.828","0.517","0.13","0.677","0.0885","-13.455","0.03","0.153"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","はじまりのテーマ ~名前入力画面BGM~","https://open.spotify.com/track/1H4Agz0GO4LNaaZgDY6XPH","1","2","0","150813","139.979","4","2","0","0.567","0.487","0.434","0.613","0.103","-10.293","0.0328","0.237"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","まだ見ぬ世界へ ~ワールドマップBGM~","https://open.spotify.com/track/5Co7k0YJngXmzcQUHZxPI2","1","3","0","212493","107.428","1","2","1","0.0375","0.446","0.476","0.0839","0.216","-9.869","0.0277","0.391"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","大樹のある遺跡 ~本拠地(遺跡)BGM~","https://open.spotify.com/track/3HoBz2GF6MtdSvwlmyrs4F","1","4","0","214293","149.775","4","3","1","0.959","0.576","0.239","0.0299","0.382","-14.495","0.0428","0.435"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","芽吹く緑の時代 ~第一章フィールドBGM~","https://open.spotify.com/track/6nwclB0bJqmRGL7aqQoivN","1","5","0","194133","138.058","4","0","1","0.22","0.523","0.609","0.813","0.126","-10.572","0.0286","0.421"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","行く手を阻む敵 ~フィールド戦闘BGM~","https://open.spotify.com/track/0s5k7dy6v9R3owYGvySciM","1","6","1","189693","155.061","3","6","0","0.441","0.331","0.73","0.437","0.204","-9.359","0.0627","0.33"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","異形魔の襲撃 ~テラスファルマ戦闘BGM~","https://open.spotify.com/track/5rkUkPZcr0qqtCT1JeV2oM","1","7","0","162093","140.115","4","6","1","0.00934","0.555","0.873","0.59","0.106","-7.331","0.0369","0.545"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","勝利のテーマ ~戦闘勝利BGM~","https://open.spotify.com/track/66sKHqM8n9LP0IUNp8SlN7","1","8","0","44493","139.769","4","4","1","0.495","0.562","0.563","0.433","0.13","-9.032","0.0304","0.98"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","成長の証 ~レベルアップBGM~","https://open.spotify.com/track/6hDQqMRSSXId45OisJcfsh","1","9","0","48093","139.996","4","6","1","0.198","0.355","0.603","0.272","0.114","-8.526","0.0432","0.108"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","守りたい場所 ~テルベの里BGM~","https://open.spotify.com/track/7pdPd6r5a462aBO7SzgQs7","1","10","0","194133","112.018","3","2","1","0.64","0.566","0.471","0.727","0.475","-10.136","0.0299","0.748"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","枝葉色づく時代 ~第一章・百年前~","https://open.spotify.com/track/6QX37EW5aFQupICOHZuRsX","1","11","0","173853","107.724","3","0","0","0.751","0.337","0.43","0.88","0.103","-9.418","0.0297","0.311"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","来たるべき冬の備え ~第二章・百年前~","https://open.spotify.com/track/0Vcuuk7SaUT5FrW7MWTeNj","1","12","0","184893","118.125","3","9","1","0.883","0.513","0.227","0.92","0.0868","-14.187","0.0352","0.28"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","冒険と期待 ~現代の変化BGM~","https://open.spotify.com/track/1NnQuo7gLlSGlgV3Ht5xAW","1","13","0","192693","124.924","4","2","1","0.739","0.546","0.421","0.00557","0.21","-8.597","0.0289","0.589"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","湖畔の砦 ~本拠地(小規模)BGM~","https://open.spotify.com/track/49QggLOs22td3YiOCIazeV","1","14","0","132453","80.004","4","2","1","0.821","0.716","0.404","0.865","0.067","-9.711","0.0901","0.766"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","栄えし湖畔の砦 ~本拠地・昼BGM~","https://open.spotify.com/track/01quV9yJtFBWWMX4Szrq0w","1","15","0","162813","207.684","4","2","0","0.364","0.614","0.388","0.923","0.305","-7.416","0.0546","0.727"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","夜の歌 ~本拠地・夜BGM~","https://open.spotify.com/track/1NJZWSKhR2mMVG45z5TkVi","1","16","0","134253","90.562","4","7","1","0.978","0.213","0.195","0.986","0.27","-15.209","0.0372","0.491"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","素材集め狩猟場 ~ハンティングBGM~","https://open.spotify.com/track/1F9Bg5RkJHF4bmTPsUMCGb","1","17","0","169173","110.036","4","3","1","0.0385","0.614","0.412","0.245","0.112","-11.82","0.0374","0.786"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","魔術と呪術の源 ~ダンジョン準備画面BGM~","https://open.spotify.com/track/26nEBWVLzLipsm3QilZC4Z","1","18","0","153813","161.954","3","7","0","0.771","0.531","0.414","0.0206","0.247","-12.795","0.0361","0.882"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","ダンジョンフィールド ~ダンジョンメーカー会話BGM~","https://open.spotify.com/track/6rCntACKhB926CGBrUMwua","1","19","0","167853","74.988","4","4","1","0.872","0.85","0.24","0.631","0.0617","-15.504","0.113","0.603"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","計画と経過 ~ダンジョンフィールド・ログ画面BGM~","https://open.spotify.com/track/1F9U9w3SvQYK0UdVo7Nsep","1","20","0","156493","135.013","4","8","1","0.159","0.814","0.982","0.875","0.221","-11.113","0.0365","0.969"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","料理の逸人 ~夕食選択画面BGM~","https://open.spotify.com/track/2QfuKBjGsMmEPclsbeWTZf","1","21","0","103293","104.96","4","2","1","0.222","0.725","0.796","0.00394","0.271","-9.945","0.0397","0.962"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","楽しい食卓 ~夕食BGM~","https://open.spotify.com/track/0a1cOH2cwhyesEvNzEwm9t","1","22","0","130173","105.004","3","2","1","0.683","0.685","0.551","0.919","0.341","-8.639","0.0298","0.882"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","砦の平穏 ~本拠地母屋BGM~","https://open.spotify.com/track/2L1qo7koQLNGgyd8oABggP","1","23","0","131973","130.063","3","7","1","0.835","0.861","0.247","0.00206","0.0889","-12.148","0.0649","0.838"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","時を超えて ~メニュー画面BGM~","https://open.spotify.com/track/20n3ki2905rZJuGU1NRVt6","1","24","0","194253","109.92","4","0","1","0.0021","0.545","0.58","0.897","0.0876","-12.997","0.0289","0.256"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","これまでの軌跡 ~図鑑観賞BGM~","https://open.spotify.com/track/3FYkLrUe9iO3K6oQk0I0Jt","1","25","0","190533","84.982","4","2","1","0.658","0.642","0.367","0.945","0.0875","-12.554","0.0528","0.746"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","風と共に去る地 ~第二章フィールドBGM~","https://open.spotify.com/track/5n5JQ7ktwp3aI7uSIFyRkL","1","26","0","209733","105.143","3","5","1","0.907","0.408","0.237","0.633","0.125","-13.163","0.0296","0.221"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","静止する白銀世界 ~第二章・二百年前BGM~","https://open.spotify.com/track/0QrUGhaE1Wuv7Eyb45132c","1","27","0","192093","127.392","5","9","0","0.953","0.503","0.23","0.639","0.107","-14.968","0.0319","0.301"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","灼熱の獣聖地 ~第三章・砂漠BGM~","https://open.spotify.com/track/591QZawggh70Q9ioWiFgV8","1","28","0","207213","97.967","4","9","1","0.0701","0.589","0.54","0.877","0.116","-10.962","0.0267","0.481"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","静寂の砂丘 ~第三章・百年前の砂漠BGM~","https://open.spotify.com/track/4NE1UB1QlwdNQjLAZqpEKp","1","29","0","184053","150.375","4","5","1","0.26","0.455","0.578","0.923","0.178","-10.832","0.0413","0.123"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","戦火の爪痕 ~第三章・二百年前の砂漠BGM~","https://open.spotify.com/track/4Zj6KsthGSRTlHfg6y2yFt","1","30","0","235653","100.079","3","0","1","0.69","0.41","0.134","0.656","0.0772","-10.852","0.0299","0.199"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","繁栄と権力の証 ~第三章・聖皇国BGM~","https://open.spotify.com/track/0WsNgWbzQ9Ac6yZBiZI98Q","1","31","0","234453","118.034","3","7","1","0.764","0.43","0.393","0.956","0.14","-9.819","0.0315","0.317"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","平穏たる聖皇の都 ~第三章・百年前の聖皇国BGM~","https://open.spotify.com/track/0KrfCPcEmGLCXK1e21iNCE","1","32","0","182253","100.536","3","7","0","0.746","0.608","0.341","0.652","0.395","-9.813","0.028","0.254"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","聖皇国の重圧 ~第三章・二百年前の聖皇国BGM~","https://open.spotify.com/track/1EUUgkuDBKM0HoTtRrzn2T","1","33","0","206613","106.711","3","11","0","0.717","0.156","0.392","0.877","0.156","-10.081","0.0323","0.154"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","いつもの賑わい ~シュラートBGM~","https://open.spotify.com/track/1P9qqrLVJ2iYGb8IKNQRUd","1","34","0","197013","100.03","4","8","1","0.194","0.635","0.472","0.419","0.0845","-8.492","0.0303","0.663"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","職人の集う村 ~オロスク村BGM~","https://open.spotify.com/track/4ahbPXujPehZFgXVAjPgrm","1","35","0","162813","84.979","4","5","1","0.764","0.661","0.203","0.144","0.0962","-13.762","0.0292","0.614"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","雪山が見える ~フェアピークBGM~","https://open.spotify.com/track/4SD6eeZv07nkAFo5MhDw0g","1","36","0","193293","133.947","3","9","1","0.37","0.482","0.354","0.771","0.371","-9.867","0.0292","0.492"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","臆病な翼人たち ~グーグレウォンBGM~","https://open.spotify.com/track/5aBqc23A16kEj3b26RKmST","1","37","0","208413","114.997","4","11","1","0.351","0.935","0.463","0.44","0.0758","-13.171","0.0404","0.779"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","傷跡の残る都 ~廃都マルティリオンBGM~","https://open.spotify.com/track/2IMmdmYaaGkuyUXRo8Dtrc","1","38","0","203133","115.971","3","9","1","0.962","0.378","0.0962","0.574","0.073","-16.321","0.0377","0.147"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","灼熱の地の商人 ~バヤン・オアシスBGM~","https://open.spotify.com/track/2cL0xyxYiRkaonoj06Xo7s","1","39","0","192213","139.906","5","4","0","0.109","0.576","0.436","0.675","0.285","-10.259","0.0262","0.712"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","鉄壁の守護 ~アクリテスBGM~","https://open.spotify.com/track/2RsGFoSI5canR9NZ24JbLO","1","40","0","217693","112.416","3","9","1","0.608","0.536","0.419","0.726","0.272","-8.678","0.0289","0.347"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","港に吹く風 ~港町ナヴァレBGM~","https://open.spotify.com/track/6zgxFYRfd9ubC4g5G7s1hU","1","41","0","190533","120.053","3","5","1","0.454","0.599","0.436","0.0026","0.115","-11.865","0.0297","0.525"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","森羅宮 ~聖都タクシスBGM~","https://open.spotify.com/track/0ugKdOcH8c0DxbneSS1uYH","1","42","0","210933","92.109","4","2","1","0.403","0.295","0.412","0.915","0.12","-11.187","0.0303","0.0377"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","迷いの道筋 ~岩山の洞窟BGM~","https://open.spotify.com/track/6XNsae7m7pClWmZv33Qkjn","1","43","0","237573","76.033","4","8","1","0.717","0.653","0.342","0.732","0.0829","-14.759","0.0409","0.117"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","隠された遺跡 ~地下遺跡BGM~","https://open.spotify.com/track/0gc3nxKuHgyjXCYZXrKwOJ","1","44","0","201213","160.119","4","5","0","0.147","0.523","0.546","0.792","0.138","-12.461","0.029","0.411"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","砂に潜む影 ~ヘプトの廃墟BGM~","https://open.spotify.com/track/4qDqjNEfWmnqNuOFsbddxh","1","45","0","170733","101.904","3","10","1","0.745","0.581","0.292","0.946","0.0605","-17.057","0.0353","0.074"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","叡智の館 ~叡智の館BGM~","https://open.spotify.com/track/4CoZ2sBPDvyOFYWKDuKvO0","1","46","0","199773","118.016","4","8","1","0.00111","0.564","0.929","0.756","0.172","-9.156","0.0566","0.36"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","決意を胸に ~最奥の宮殿BGM~","https://open.spotify.com/track/0MyEzrqHk2pnvgjQZXt2E1","1","47","0","228333","179.886","4","7","0","0.39","0.234","0.358","0.113","0.225","-9.832","0.0298","0.168"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","強襲の移動要塞 ~トルギアの浮城BGM~","https://open.spotify.com/track/2TgRn7IIKQ2Cz6W2HeFHDa","1","48","0","189573","85.942","4","0","1","0.65","0.488","0.347","0.825","0.138","-11.853","0.0286","0.204"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","眠れる魔塔 ~ゾーエの塔BGM~","https://open.spotify.com/track/35hOqaormK3Y1JIIRlu0z7","1","49","0","234573","159.702","4","8","1","0.267","0.42","0.372","0.941","0.0864","-18.841","0.0354","0.348"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","迷宮の攻防線 ~ダンジョン戦闘BGM~","https://open.spotify.com/track/6qSfa2GxfsUwC2SLQYCxII","1","50","0","181533","155.019","4","5","0","0.249","0.569","0.793","0.000171","0.329","-9.945","0.185","0.651"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","立ちはだかる敵 ~イベント戦闘BGM~","https://open.spotify.com/track/4uzVoSf040mGUEkqDkeCja","1","51","0","166893","129.95","4","1","1","0.449","0.602","0.447","0.921","0.228","-11.078","0.0312","0.77"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","怒りの狂戦士 ~朱キ斧戦闘BGM~","https://open.spotify.com/track/3mbzbJtgefpMFJHa6uwsG8","1","52","0","222933","161.928","3","10","0","0.0252","0.44","0.86","0.294","0.276","-8.517","0.0621","0.309"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","誇り高き騎士の誓い ~聖皇国軍系ボス戦闘BGM~","https://open.spotify.com/track/6NbVLX9AOJpNIRD1XoZhe4","1","53","0","225813","109.892","3","5","0","0.0545","0.475","0.406","0.889","0.199","-9.468","0.0287","0.216"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","巨獣の脅威 ~ワイバーンBGM~","https://open.spotify.com/track/5I0MXNXQE7wbbWoUmtk1jT","1","54","0","175773","159.997","4","5","1","0.268","0.603","0.602","0.751","0.361","-13.263","0.0528","0.349"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","夢幻の小夜曲 ~メアメイのテーマ~","https://open.spotify.com/track/3bfft7kWZaysqVnSabs0IS","1","55","0","84573","103.492","3","5","1","0.477","0.725","0.467","0.00192","0.191","-12.814","0.154","0.522"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","風の輪舞曲 ~クーカブラのテーマ~","https://open.spotify.com/track/5fEj1V9E1kELAWA3ILSfS8","1","56","0","74253","140.051","4","7","1","0.818","0.716","0.372","0.889","0.135","-10.735","0.125","0.124"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","安寧の夜想曲 ~ソラブのテーマ~","https://open.spotify.com/track/5tJPA3yv2W0qJMIJeQLIos","1","57","0","95493","128.031","4","6","1","0.88","0.637","0.281","0.912","0.101","-12.096","0.0489","0.316"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","盾の静想曲 ~クレイオンのテーマ~","https://open.spotify.com/track/7B6pM2QV8E3yI0i3sROfQD","1","58","0","82053","173.942","4","9","1","0.915","0.496","0.185","0.973","0.28","-15.295","0.037","0.746"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","剣の奇想曲 ~ヤンセンのテーマ~","https://open.spotify.com/track/7biddyPg9wdtMXF68PEa91","1","59","0","83613","120.149","3","4","1","0.583","0.569","0.353","4.78e-05","0.0772","-10.739","0.0365","0.616"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","英雄の諧謔曲 ~ディーリーリのテーマ~","https://open.spotify.com/track/6N3X8Ym5KuaqgmsDHGhyCF","1","60","0","90133","109.962","3","10","1","0.785","0.546","0.265","0.00056","0.0963","-9.846","0.0349","0.284"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","敗北 ~ゲームオーバーBGM~","https://open.spotify.com/track/58tEmH0IzG6NRaDYX4QB1H","1","61","0","67640","117.943","3","6","0","0.865","0.566","0.262","0.77","0.106","-15.053","0.0506","0.0987"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","頼もしい仲間 ~会話イベントBGM~","https://open.spotify.com/track/1AueP3h30DGfwuxMlkN5sV","1","62","0","165933","189.905","3","11","1","0.489","0.561","0.319","0.118","0.0932","-10.569","0.0362","0.8"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","知力の限りを尽くす ~作戦会議BGM~","https://open.spotify.com/track/52t9OcPIR9LkbHkBslpsj3","1","63","0","192093","180.134","4","10","1","0.471","0.472","0.458","0.792","0.188","-9.998","0.0268","0.562"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","破の衝撃 ~危機イベントBGM~","https://open.spotify.com/track/2ERA79J8as5Fu9WvP9Garn","1","64","0","122493","160.313","4","8","1","0.765","0.542","0.311","0.897","0.164","-11.411","0.0336","0.334"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","困難を乗り越えて ~収束イベントBGM~","https://open.spotify.com/track/62D22x2UrAdu2ISAf3ypkT","1","65","0","169533","148.009","4","5","1","0.48","0.497","0.586","0.978","0.218","-9.559","0.0347","0.522"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","伝承が意味するもの ~回想イベントBGM~","https://open.spotify.com/track/3Y2MDejZOnRvCSad9F7S8z","1","66","0","164373","82.029","4","4","1","0.985","0.711","0.0696","0.633","0.0722","-16.359","0.0542","0.314"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","戦線に駆けめぐる闘気 ~戦争BGM~","https://open.spotify.com/track/5PTS8OtIfmauM8UbyZfJ2N","1","67","0","167133","138.027","3","7","1","0.604","0.461","0.527","0.732","0.278","-9.208","0.0323","0.463"
"幻想水滸伝 紡がれし百年の時 オリジナルサウンドトラック","形勢逆転! ~逆転劇イベントBGM~","https://open.spotify.com/track/4vgjEevDM9pSa4PZgnvq2d","1","68","0","195813","141.966","4","8","1","0.867","0.529","0.403","0.666","0.0997","-10.215","0.0307","0.335"
